#       Timestep            Time         Nusselt            Vrms        CPU_Time
               1               0          1.0129         45.2778        0.754293
               2     0.000135413         1.01443         45.5869        0.791512
               3     0.000270069         1.01765         55.1366        0.880656
               4     0.000380452         1.02116         66.9742        0.971772
               5     0.000470696         1.02482         80.2847         1.06746
