#       Timestep            Time         Nusselt            Vrms        CPU_Time
               1               0         1.00621         90.4519        0.694875
               2     5.56092e-05         1.00644         90.4527        0.729161
               3     0.000111218         1.00683         98.6123        0.768776
               4     0.000161792         1.00722         106.824        0.806056
               5      0.00020827         1.00758         115.168        0.850449
