0 0 0 0 -0.0027564 0 0 0.00280327 
1 0.03125 0 0 -0.0026911 -5.22458e-05 0 0.00276176 
2 0.0625 0 0 -0.00251376 -5.26331e-05 0 0.00262084 
3 0.09375 0 0 -0.00214819 1.44726e-06 0 0.00235258 
4 0.125 0 0 -0.00182258 -9.90104e-05 0 0.0020443 
5 0.15625 0 0 -0.00141596 -0.000143327 0 0.00164514 
6 0.1875 0 0 -0.000896401 -0.000123038 0 0.00116657 
7 0.21875 0 0 -0.000358792 -0.00013371 0 0.000636813 
8 0.25 0 0 0.000203383 -0.000140086 0 8.71877e-05 
9 0.28125 0 0 0.000767573 -0.000138418 0 -0.000495663 
10 0.3125 0 0 0.00131531 -0.000137757 0 -0.00104013 
11 0.34375 0 0 0.00181562 -0.000142807 0 -0.00158539 
12 0.375 0 0 0.00219283 -0.000147198 0 -0.00204144 
13 0.40625 0 0 0.00260187 -4.20658e-05 0 -0.00244951 
14 0.4375 0 0 0.00278393 -6.52967e-05 0 -0.00273075 
15 0.46875 0 0 0.00297846 -4.12004e-06 0 -0.00289848 
16 0.5 0 0 0.00290718 -5.47464e-05 0 -0.00300771 
17 0.53125 0 0 0.00281967 4.82245e-05 0 -0.00290978 
18 0.5625 0 0 0.00256655 6.05386e-05 0 -0.00274197 
19 0.59375 0 0 0.00222655 8.98984e-05 0 -0.00242045 
20 0.625 0 0 0.00182252 0.000127966 0 -0.00207066 
21 0.65625 0 0 0.00126779 0.000103922 0 -0.00155045 
22 0.6875 0 0 0.000799015 0.000175031 0 -0.00105615 
23 0.71875 0 0 0.000187364 0.000121784 0 -0.000488704 
24 0.75 0 0 -0.000358331 0.000145352 0 9.03903e-05 
25 0.78125 0 0 -0.000926425 0.000127267 0 0.000644409 
26 0.8125 0 0 -0.00138719 0.000151405 0 0.00118423 
27 0.84375 0 0 -0.00182744 0.000111958 0 0.00162962 
28 0.875 0 0 -0.00220698 7.95505e-05 0 0.0020577 
29 0.90625 0 0 -0.00249144 5.85521e-05 0 0.00237719 
30 0.9375 0 0 -0.00266719 5.26098e-05 0 0.00261164 
31 0.96875 0 0 -0.00278745 -3.80636e-06 0 0.00277914 
32 1 0 0 -0.00278745 0 0 0.00279193 
33 0 0.03125 0 -0.00280864 0 -4.15118e-05 0.00286052 
34 0.03125 0.03125 0 -0.00269149 -7.26698e-05 -0.000140918 0.00282946 
35 0.0625 0.03125 0 -0.00245968 -0.000118044 -0.000268258 0.00259882 
36 0.09375 0.03125 0 -0.00224865 -0.000238141 -0.000308285 0.0024407 
37 0.125 0.03125 0 -0.0018669 -0.000270693 -0.000399163 0.00208907 
38 0.15625 0.03125 0 -0.00139567 -0.000300095 -0.000478567 0.00167424 
39 0.1875 0.03125 0 -0.000907072 -0.000368214 -0.000529757 0.00118506 
40 0.21875 0.03125 0 -0.000365167 -0.000394938 -0.000549625 0.000655918 
41 0.25 0.03125 0 0.00020505 -0.000420257 -0.00058285 9.96262e-05 
42 0.28125 0.03125 0 0.000768234 -0.000444778 -0.00054447 -0.000485173 
43 0.3125 0.03125 0 0.00131026 -0.000418312 -0.000545256 -0.00107773 
44 0.34375 0.03125 0 0.00181122 -0.000385729 -0.000456053 -0.00157544 
45 0.375 0.03125 0 0.00229797 -0.000314576 -0.000408066 -0.00211818 
46 0.40625 0.03125 0 0.00257864 -0.000322872 -0.000281246 -0.00246923 
47 0.4375 0.03125 0 0.0028451 -0.00021277 -0.000167722 -0.0027984 
48 0.46875 0.03125 0 0.00292784 -9.75058e-05 -0.000109228 -0.00300675 
49 0.5 0.03125 0 0.00301015 7.65654e-05 9.79296e-05 -0.0030233 
50 0.53125 0.03125 0 0.00283199 7.30412e-05 0.000167805 -0.00299338 
